login_id,user_id,timestamp,ip_address,city,country,latitude,longitude,device_type,user_agent,login_successful,failed_attempts_before_success,mfa_change_flag,mfa_method,typing_speed_ms,session_duration_min,is_suspicious
LOG-77F0D2DD3D61,USR-000224,2026-02-07 18:46:29,51.162.51.246,Houston,US,29.7176,-95.3839,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,104.9,3.5,False
LOG-C0B20F169FA3,USR-000256,2026-02-07 18:47:51,51.202.53.96,Houston,US,29.6781,-95.36,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,124.6,2.9,False
LOG-134EB31E1C28,USR-000048,2026-02-07 18:59:20,154.204.172.81,London,UK,51.47,-0.0773,mobile_ios,Mozilla/5.0 (Macintosh),True,3,False,authenticator_app,55.9,66.8,True
LOG-0786B90E9013,USR-000129,2026-02-07 19:00:55,70.100.75.218,New York,US,40.6374,-74.0256,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,112.9,13.3,False
LOG-2F3B806909C9,USR-000064,2026-02-07 19:01:10,162.76.124.143,Chicago,US,41.8845,-87.6217,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,151.5,71.7,False
LOG-D6674F474810,USR-000225,2026-02-07 19:01:48,162.213.89.186,Chicago,US,41.8668,-87.6299,mobile_ios,Mozilla/5.0 (Linux),True,0,False,authenticator_app,145.8,104.6,False
LOG-46E0F0D09E22,USR-000167,2026-02-07 19:02:52,70.120.230.235,New York,US,40.6723,-73.9403,tablet,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,98.7,99.1,False
LOG-F67CB8B17D6C,USR-000060,2026-02-07 19:06:19,70.241.67.247,New York,US,40.7297,-74.0732,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,129.8,22.8,False
LOG-6937741292BE,USR-000215,2026-02-07 19:08:19,93.16.130.43,Miami,US,25.8151,-80.1446,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,140.9,104.4,False
LOG-638D5AA22533,USR-000198,2026-02-07 19:09:38,93.17.22.110,Miami,US,25.7461,-80.1354,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,74.3,43.8,False
LOG-59423F9EEA5E,USR-000296,2026-02-07 19:10:48,51.48.249.118,Houston,US,29.8334,-95.3855,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,117.6,80.2,False
LOG-F8B7B73AF1C5,USR-000092,2026-02-07 19:12:51,93.252.122.108,Miami,US,25.8436,-80.1306,mobile_ios,Mozilla/5.0 (Linux),True,0,False,hardware_key,71.5,119.6,False
LOG-244D81B38AAA,USR-000224,2026-02-07 19:16:00,51.94.96.107,Houston,US,29.7744,-95.3615,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,123.6,17.1,False
LOG-D304D5FDA76B,USR-000371,2026-02-07 19:16:06,162.214.163.193,Chicago,US,41.7635,-87.6566,mobile_android,Mozilla/5.0 (iPhone),True,0,False,hardware_key,171.6,75.4,False
LOG-B5E02B14A50D,USR-000435,2026-02-07 19:16:20,162.104.65.43,Chicago,US,41.8936,-87.6519,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,131.2,99.0,False
LOG-A920002A817D,USR-000360,2026-02-07 19:17:47,93.140.50.215,Miami,US,25.8183,-80.1834,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,186.2,109.9,False
LOG-ED7A2F10C5BE,USR-000158,2026-02-07 19:18:45,70.96.102.109,New York,US,40.7718,-74.0398,mobile_ios,Mozilla/5.0 (Linux),True,0,False,sms,126.8,42.7,False
LOG-D893A5A98A0D,USR-000419,2026-02-07 19:19:37,51.235.115.79,Houston,US,29.7605,-95.4403,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,authenticator_app,120.0,94.9,False
LOG-9ACBA06815AF,USR-000408,2026-02-07 19:23:58,162.209.181.192,Chicago,US,41.8115,-87.6443,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,61.8,84.2,False
LOG-261E516550B8,USR-000479,2026-02-07 19:25:37,51.251.82.248,Houston,US,29.7486,-95.356,tablet,Mozilla/5.0 (Linux),True,0,False,email,136.9,84.2,False
LOG-1C7BE0430241,USR-000353,2026-02-07 19:27:15,162.36.121.8,Chicago,US,41.8663,-87.6205,mobile_ios,Mozilla/5.0 (Macintosh),False,1,False,hardware_key,87.3,0,False
LOG-3DA8577855F6,USR-000337,2026-02-07 19:27:17,200.51.18.74,Los Angeles,US,34.0013,-118.3325,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,89.1,87.1,False
LOG-F8467A278B6A,USR-000007,2026-02-07 19:27:34,70.147.107.224,New York,US,40.7913,-73.9248,tablet,Mozilla/5.0 (Macintosh),True,0,False,email,141.1,29.5,False
LOG-D706729937D8,USR-000397,2026-02-07 19:28:24,162.178.163.232,Chicago,US,41.9453,-87.6833,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,124.0,8.1,False
LOG-CDF973B6EA16,USR-000023,2026-02-07 19:28:44,51.227.89.232,Houston,US,29.8281,-95.4576,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,59.9,74.1,False
LOG-7CA04706F347,USR-000366,2026-02-07 19:28:52,162.240.93.209,Chicago,US,41.9455,-87.6619,tablet,Mozilla/5.0 (Linux),True,0,False,sms,75.1,110.6,False
LOG-E188C20932D1,USR-000312,2026-02-07 19:30:18,162.174.26.87,Chicago,US,41.8803,-87.6703,unknown,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,113.2,58.4,False
LOG-61FC4EDAB612,USR-000003,2026-02-07 19:31:05,162.185.163.41,Chicago,US,41.8051,-87.6766,mobile_ios,Mozilla/5.0 (iPhone),False,1,False,email,117.3,0,False
LOG-B82217EE7571,USR-000272,2026-02-07 19:33:51,200.30.88.32,Los Angeles,US,34.1159,-118.2581,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,115.4,98.6,False
LOG-BC46A25E79CF,USR-000439,2026-02-07 19:40:14,200.122.88.113,Los Angeles,US,34.0168,-118.2785,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,email,85.5,71.4,False
LOG-BAE92B51C36A,USR-000260,2026-02-07 19:40:19,51.227.82.86,Houston,US,29.7723,-95.4278,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,96.8,88.4,False
LOG-E716329AF27A,USR-000099,2026-02-07 19:41:46,162.142.107.4,Chicago,US,41.8878,-87.5204,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,80.7,102.5,False
LOG-99F59DB4F535,USR-000154,2026-02-07 19:43:17,70.210.96.228,New York,US,40.706,-74.0763,tablet,Mozilla/5.0 (Linux),True,0,False,email,153.1,112.9,False
LOG-3B7360985A19,USR-000500,2026-02-07 19:45:01,51.214.41.127,Houston,US,29.7701,-95.3318,unknown,Mozilla/5.0 (Linux),True,0,False,hardware_key,93.8,1.1,False
LOG-7FFE3E767A43,USR-000252,2026-02-07 19:46:24,70.179.163.18,New York,US,40.78,-73.9779,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,authenticator_app,104.4,96.6,False
LOG-705C3ADBEF58,USR-000087,2026-02-07 19:50:40,162.48.159.37,Chicago,US,41.8306,-87.6362,unknown,Mozilla/5.0 (Macintosh),False,2,False,authenticator_app,121.2,0,False
LOG-ED424E2F4A46,USR-000427,2026-02-07 19:53:12,162.134.183.181,Chicago,US,41.8591,-87.6058,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,142.8,98.8,False
LOG-D198BAF75501,USR-000061,2026-02-07 20:01:01,200.74.156.199,Los Angeles,US,34.1221,-118.2929,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,101.7,79.0,False
LOG-A8651BDE931F,USR-000319,2026-02-07 20:03:48,162.60.29.125,Chicago,US,41.9401,-87.6275,tablet,Mozilla/5.0 (Macintosh),True,0,False,sms,149.4,78.1,False
LOG-AD2FD12AB1EB,USR-000044,2026-02-07 20:08:05,70.107.140.235,New York,US,40.7491,-74.0811,unknown,Mozilla/5.0 (Linux),True,0,False,hardware_key,89.4,23.3,False
LOG-4A6B975C4EAF,USR-000161,2026-02-07 20:08:37,162.147.205.247,Chicago,US,41.8703,-87.7179,unknown,Mozilla/5.0 (Linux),True,0,False,hardware_key,97.1,28.5,False
LOG-FCA6981C5482,USR-000144,2026-02-07 20:10:19,70.158.97.151,New York,US,40.7177,-73.9902,mobile_ios,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,59.9,84.2,False
LOG-A1FF0C6232C2,USR-000303,2026-02-07 20:11:00,93.103.187.31,Miami,US,25.7992,-80.2895,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,sms,119.6,100.1,False
LOG-491ED76D1200,USR-000358,2026-02-07 20:12:10,200.43.74.95,Los Angeles,US,34.051,-118.232,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,109.8,96.6,False
LOG-13CE0122B562,USR-000026,2026-02-07 20:15:33,93.116.26.179,Miami,US,25.7559,-80.2263,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,75.6,116.5,False
LOG-4F72B51E598A,USR-000280,2026-02-07 20:18:00,162.10.190.226,Chicago,US,41.8906,-87.5807,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,79.2,65.4,False
LOG-C3F076303116,USR-000205,2026-02-07 20:19:15,70.142.170.43,New York,US,40.7487,-73.995,unknown,Mozilla/5.0 (Linux),True,0,False,sms,159.5,14.0,False
LOG-18833814356F,USR-000320,2026-02-07 20:20:04,70.14.175.52,New York,US,40.6298,-74.047,mobile_android,Mozilla/5.0 (Linux),True,0,False,hardware_key,152.7,48.4,False
LOG-EC281EBF241A,USR-000404,2026-02-07 20:28:09,200.241.179.42,Los Angeles,US,34.0198,-118.3107,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,81.1,42.6,False
LOG-53B83F7B60C8,USR-000366,2026-02-07 20:33:55,162.2.24.191,Chicago,US,41.8998,-87.5957,tablet,Mozilla/5.0 (Linux),True,0,False,hardware_key,108.5,37.8,False
LOG-6F959344DFD8,USR-000402,2026-02-07 20:35:07,200.87.101.127,Los Angeles,US,34.0471,-118.1535,desktop_firefox,Mozilla/5.0 (iPhone),True,0,True,email,66.2,32.7,False
LOG-0A3C7A7001C4,USR-000118,2026-02-07 20:35:38,200.249.67.240,Los Angeles,US,34.0957,-118.1966,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,email,110.2,22.2,False
LOG-7E4DAC8567F7,USR-000350,2026-02-07 20:38:24,70.90.202.117,New York,US,40.7352,-74.0625,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,146.6,56.3,False
LOG-67F33BFE135F,USR-000191,2026-02-07 20:40:03,200.237.216.74,Los Angeles,US,34.0768,-118.2952,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,116.8,23.7,False
LOG-7F392071F691,USR-000020,2026-02-07 20:41:05,93.95.157.78,Miami,US,25.7705,-80.147,tablet,Mozilla/5.0 (Linux),True,0,False,email,103.2,82.4,False
LOG-7DB7BFE2001C,USR-000398,2026-02-07 20:41:34,93.208.106.61,Miami,US,25.8436,-80.1925,mobile_android,Mozilla/5.0 (iPhone),True,0,False,hardware_key,120.1,82.3,False
LOG-04213865AACD,USR-000401,2026-02-07 20:41:39,200.58.188.37,Los Angeles,US,34.0514,-118.2795,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,123.3,96.1,False
LOG-AE803D4DEA10,USR-000070,2026-02-07 20:45:10,200.185.81.145,Los Angeles,US,34.0633,-118.2617,mobile_android,Mozilla/5.0 (Linux),True,0,False,sms,128.5,33.0,False
LOG-CAEB2C20A044,USR-000348,2026-02-07 20:53:17,162.79.202.45,Chicago,US,41.8897,-87.624,mobile_ios,Mozilla/5.0 (iPhone),True,0,False,sms,58.7,14.6,False
LOG-64AE67A27669,USR-000464,2026-02-07 20:53:52,70.249.22.68,New York,US,40.7468,-74.0274,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,sms,86.7,60.6,False
LOG-2BFA3130AF81,USR-000456,2026-02-07 20:54:16,70.196.190.69,New York,US,40.6615,-73.9817,mobile_ios,Mozilla/5.0 (iPhone),True,0,False,sms,125.6,9.0,False
LOG-E633F160A06C,USR-000041,2026-02-07 20:54:17,162.173.101.18,Chicago,US,41.8825,-87.6718,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,79.1,34.8,False
LOG-25736E6D95DE,USR-000305,2026-02-07 20:54:41,51.201.59.205,Houston,US,29.7755,-95.3883,unknown,Mozilla/5.0 (iPhone),True,0,False,hardware_key,124.9,48.1,False
LOG-C1938B7AC2BA,USR-000105,2026-02-07 21:05:40,93.240.135.118,Miami,US,25.8007,-80.1012,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,134.4,27.9,False
LOG-65A9B8E9D373,USR-000209,2026-02-07 21:10:18,200.81.103.210,Los Angeles,US,34.0579,-118.2831,tablet,Mozilla/5.0 (Linux),True,0,False,sms,105.8,50.0,False
LOG-4E1F0A254EF0,USR-000131,2026-02-07 21:13:26,93.86.244.52,Miami,US,25.7564,-80.1082,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,94.5,44.7,False
LOG-78B0B119C447,USR-000227,2026-02-07 21:18:51,51.137.28.116,Houston,US,29.7806,-95.3259,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,147.6,24.6,False
LOG-8BEB6847AE31,USR-000207,2026-02-07 21:21:34,70.134.162.20,New York,US,40.6994,-73.9768,unknown,Mozilla/5.0 (Macintosh),True,0,False,email,115.8,95.4,False
LOG-7AC450F93D5B,USR-000123,2026-02-07 21:24:41,51.26.211.51,Houston,US,29.714,-95.4271,tablet,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,130.7,97.2,False
LOG-0F84E0396E10,USR-000392,2026-02-07 21:26:01,70.213.37.14,New York,US,40.7333,-73.9742,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,email,126.6,10.4,False
LOG-845CA1CEF86B,USR-000234,2026-02-07 21:30:14,70.251.163.88,New York,US,40.7264,-74.0527,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,email,93.0,32.3,False
LOG-4D76F9A7242B,USR-000176,2026-02-07 21:30:42,162.228.62.114,Chicago,US,41.8457,-87.6379,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,133.6,101.9,False
LOG-91224DE152AF,USR-000338,2026-02-07 21:31:55,156.161.81.66,Moscow,RU,55.866,37.5242,mobile_ios,Mozilla/5.0 (Linux),False,5,False,hardware_key,50.5,0,True
LOG-806CF23B9892,USR-000244,2026-02-07 21:33:04,51.13.252.173,Houston,US,29.7943,-95.3744,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,147.3,114.3,False
LOG-AFC39302DDDA,USR-000413,2026-02-07 21:36:38,142.27.78.227,Mumbai,IN,19.0342,72.9106,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,1,False,authenticator_app,31.5,31.4,True
LOG-2D38755C94BD,USR-000060,2026-02-07 21:36:47,70.177.88.94,New York,US,40.5942,-74.0154,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,97.5,37.9,False
LOG-B3D392103C3A,USR-000352,2026-02-07 21:37:01,200.210.65.52,Los Angeles,US,34.092,-118.2277,tablet,Mozilla/5.0 (Linux),True,0,False,email,94.6,20.0,False
LOG-25EE2D903E0E,USR-000331,2026-02-07 21:37:11,200.57.106.43,Los Angeles,US,34.0712,-118.2403,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,87.3,15.1,False
LOG-3B8F76DAC39D,USR-000098,2026-02-07 21:38:06,200.52.55.198,Los Angeles,US,33.9969,-118.1493,unknown,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,90.6,25.5,False
LOG-72CFC2E27BF8,USR-000344,2026-02-07 21:38:59,93.194.128.164,Miami,US,25.7732,-80.13,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,126.2,14.6,False
LOG-FFFBB970392E,USR-000051,2026-02-07 21:39:12,162.174.106.210,Chicago,US,41.9082,-87.6933,tablet,Mozilla/5.0 (Macintosh),True,0,False,email,111.7,71.9,False
LOG-547C3B05A68C,USR-000306,2026-02-07 21:44:05,93.78.121.155,Miami,US,25.8427,-80.2325,mobile_android,Mozilla/5.0 (Linux),True,0,False,authenticator_app,168.6,25.8,False
LOG-5118B73FBD02,USR-000453,2026-02-07 21:44:35,93.246.138.92,Miami,US,25.752,-80.2219,tablet,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,127.2,41.7,False
LOG-C06FA48C0E2D,USR-000246,2026-02-07 21:47:30,70.193.28.114,New York,US,40.7059,-73.9784,unknown,Mozilla/5.0 (Macintosh),True,0,False,sms,151.1,98.9,False
LOG-D07362FB6E14,USR-000046,2026-02-07 21:50:08,93.162.233.58,Miami,US,25.7179,-80.1635,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,authenticator_app,103.1,95.7,False
LOG-3BD1E5330EEA,USR-000311,2026-02-07 21:52:00,200.223.242.150,Los Angeles,US,34.1143,-118.2693,mobile_android,Mozilla/5.0 (iPhone),True,0,True,sms,141.2,64.3,False
LOG-333CF747DB10,USR-000127,2026-02-07 21:54:14,162.142.244.76,Chicago,US,41.8824,-87.6959,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,False,email,119.5,22.6,False
LOG-A73A3B8566F4,USR-000280,2026-02-07 21:56:07,162.82.188.40,Chicago,US,41.889,-87.5747,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,122.6,55.2,False
LOG-9DE10E9B1F3D,USR-000396,2026-02-07 21:56:33,70.110.245.157,New York,US,40.7468,-74.0066,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,160.5,110.5,False
LOG-345F14C26EF6,USR-000477,2026-02-07 21:57:26,200.215.78.180,Los Angeles,US,34.0956,-118.2436,mobile_ios,Mozilla/5.0 (Linux),True,0,False,hardware_key,100.6,53.6,False
LOG-B304E1D5EF3B,USR-000345,2026-02-07 21:59:57,162.27.225.16,Chicago,US,41.8846,-87.6421,unknown,Mozilla/5.0 (Linux),True,0,False,hardware_key,101.3,92.4,False
LOG-377F929991ED,USR-000469,2026-02-07 22:00:11,162.220.152.80,Chicago,US,41.9648,-87.6471,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,email,73.2,111.8,False
LOG-9D4098D6E9F0,USR-000026,2026-02-07 22:00:46,93.13.246.206,Miami,US,25.8564,-80.1597,tablet,Mozilla/5.0 (Linux),True,0,False,hardware_key,69.0,65.3,False
LOG-5355955A898C,USR-000451,2026-02-07 22:01:14,70.189.185.75,New York,US,40.7136,-74.0352,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,126.3,17.7,False
LOG-CA099DF59E67,USR-000351,2026-02-07 22:04:46,93.123.94.64,Miami,US,25.8076,-80.2205,mobile_android,Mozilla/5.0 (iPhone),True,0,False,sms,121.3,84.6,False
LOG-086FE21BAA23,USR-000328,2026-02-07 22:08:52,200.213.40.81,Los Angeles,US,34.0048,-118.2312,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,130.9,66.5,False
LOG-E06ECDF90D76,USR-000297,2026-02-07 22:11:31,70.70.98.125,New York,US,40.7899,-73.952,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,False,sms,94.4,71.8,False
LOG-6B89B70311D5,USR-000194,2026-02-07 22:14:07,70.100.182.50,New York,US,40.7021,-73.9695,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,132.9,48.2,False
LOG-D7F86A1A0F14,USR-000121,2026-02-07 22:15:14,35.213.174.35,Beijing,CN,39.8912,116.3848,tablet,Mozilla/5.0 (Macintosh),True,3,True,sms,20,54.7,True
LOG-E4ED82688CD4,USR-000016,2026-02-07 22:17:47,200.205.10.133,Los Angeles,US,34.0803,-118.169,mobile_ios,Mozilla/5.0 (Linux),True,0,False,authenticator_app,157.3,89.9,False
LOG-DD689E8B69B9,USR-000072,2026-02-07 22:17:59,70.84.74.59,New York,US,40.7848,-74.0334,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,email,54.2,70.5,False
LOG-EFE075FEB577,USR-000474,2026-02-07 22:19:32,51.19.169.236,Houston,US,29.8054,-95.4231,mobile_android,Mozilla/5.0 (Linux),True,0,False,authenticator_app,126.4,14.3,False
LOG-A7F56A7761FB,USR-000310,2026-02-07 22:20:19,162.99.110.64,Chicago,US,41.9852,-87.6647,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,133.1,81.5,False
LOG-A46B10AA21C4,USR-000480,2026-02-07 22:22:26,51.130.63.126,Houston,US,29.8066,-95.267,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,134.8,80.3,False
LOG-CF87BA4E74AF,USR-000023,2026-02-07 22:23:09,51.61.108.216,Houston,US,29.7515,-95.361,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,115.7,79.2,False
LOG-E00EA9AC8495,USR-000178,2026-02-07 22:26:24,93.117.80.91,Miami,US,25.6898,-80.1134,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,97.7,113.1,False
LOG-45AAF13CF969,USR-000135,2026-02-07 22:28:24,162.106.208.186,Chicago,US,41.8288,-87.6668,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,100.4,73.9,False
LOG-41B2063321EF,USR-000052,2026-02-07 22:29:36,93.94.104.229,Miami,US,25.756,-80.1898,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,121.0,62.8,False
LOG-8F84614547A7,USR-000163,2026-02-07 22:34:15,70.141.1.176,New York,US,40.7211,-73.9657,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,78.5,64.0,False
LOG-049192CF9495,USR-000297,2026-02-07 22:35:29,70.107.195.70,New York,US,40.6612,-74.0521,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,email,125.4,81.6,False
LOG-E4F292131B6F,USR-000227,2026-02-07 22:35:34,51.56.107.96,Houston,US,29.7685,-95.3902,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,100.5,33.0,False
LOG-E944BC3514C6,USR-000261,2026-02-07 22:36:28,70.167.221.56,New York,US,40.8228,-73.9469,unknown,Mozilla/5.0 (Linux),True,0,False,sms,116.2,33.4,False
LOG-69BE51921C86,USR-000403,2026-02-07 22:38:49,200.85.188.149,Los Angeles,US,33.9544,-118.2894,tablet,Mozilla/5.0 (Macintosh),True,0,False,sms,127.2,19.6,False
LOG-984552A04FC7,USR-000279,2026-02-07 22:38:52,70.165.198.187,New York,US,40.7427,-73.9913,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,121.5,29.2,False
LOG-C685D1C04C77,USR-000476,2026-02-07 22:39:43,93.198.87.11,Miami,US,25.8207,-80.2597,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,106.8,119.9,False
LOG-12C1E0E6EEF4,USR-000294,2026-02-07 22:43:08,70.39.100.152,New York,US,40.7812,-74.0896,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,114.5,95.6,False
LOG-8E60A4C9D1E8,USR-000105,2026-02-07 22:49:05,93.124.150.202,Miami,US,25.8323,-80.2015,tablet,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,58.8,70.4,False
LOG-8DC18BF8ACD4,USR-000331,2026-02-07 22:49:20,200.46.175.159,Los Angeles,US,34.0842,-118.2405,tablet,Mozilla/5.0 (Linux),True,0,False,authenticator_app,68.7,117.5,False
LOG-2BC3AC5B23AF,USR-000107,2026-02-07 22:50:36,93.253.212.54,Miami,US,25.7219,-80.1975,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,142.0,92.3,False
LOG-B8BD41AE1D52,USR-000085,2026-02-07 22:54:02,200.248.108.13,Los Angeles,US,34.0056,-118.2449,tablet,Mozilla/5.0 (Linux),True,0,False,sms,141.5,85.9,False
LOG-D48149641439,USR-000332,2026-02-07 22:56:10,162.187.48.143,Chicago,US,41.8422,-87.5315,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,73.1,54.6,False
LOG-D1FBA2775024,USR-000245,2026-02-07 22:56:29,200.241.169.254,Los Angeles,US,34.0441,-118.2233,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,117.8,7.8,False
LOG-47B21CED4365,USR-000208,2026-02-07 22:57:00,93.108.167.115,Miami,US,25.6768,-80.1051,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,118.9,25.0,False
LOG-342C4D39E723,USR-000309,2026-02-07 23:02:01,162.49.11.121,Chicago,US,41.9701,-87.6821,mobile_ios,Mozilla/5.0 (Linux),True,0,False,sms,94.3,31.9,False
LOG-831D6B4595C2,USR-000139,2026-02-07 23:03:20,70.199.165.46,New York,US,40.7615,-73.9636,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,124.3,113.6,False
LOG-8A64BD12AD22,USR-000211,2026-02-07 23:05:34,51.55.136.70,Houston,US,29.7536,-95.3144,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,authenticator_app,74.5,107.3,False
LOG-020700717146,USR-000474,2026-02-07 23:09:27,51.160.11.66,Houston,US,29.8344,-95.414,tablet,Mozilla/5.0 (Linux),True,0,False,email,89.5,86.1,False
LOG-F4BF8FE35D70,USR-000118,2026-02-07 23:13:59,200.245.149.116,Los Angeles,US,34.0574,-118.2791,tablet,Mozilla/5.0 (Linux),True,0,False,hardware_key,97.1,88.3,False
LOG-57BB8928891E,USR-000205,2026-02-07 23:14:04,70.135.156.46,New York,US,40.6761,-74.0435,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,154.2,101.4,False
LOG-38A1325C9829,USR-000081,2026-02-07 23:14:56,93.186.163.144,Miami,US,25.7121,-80.1556,mobile_android,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,124.9,22.5,False
LOG-B8917EC94EE2,USR-000335,2026-02-07 23:17:12,162.20.126.8,Chicago,US,41.8873,-87.6454,unknown,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,132.4,58.8,False
LOG-D0293BDA9601,USR-000270,2026-02-07 23:18:20,93.166.80.139,Miami,US,25.7307,-80.1178,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,sms,107.1,48.9,False
LOG-5270BCBE967C,USR-000296,2026-02-07 23:22:55,51.108.82.19,Houston,US,29.7471,-95.4472,tablet,Mozilla/5.0 (iPhone),True,0,False,hardware_key,118.9,42.9,False
LOG-CD5B3AB4218C,USR-000127,2026-02-07 23:27:39,162.76.154.144,Chicago,US,41.8278,-87.6577,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,sms,152.3,99.2,False
LOG-4CE025B21B83,USR-000203,2026-02-07 23:29:51,200.237.149.38,Los Angeles,US,34.0984,-118.2417,mobile_android,Mozilla/5.0 (Linux),True,0,False,authenticator_app,137.1,44.3,False
LOG-C6AFE33A9193,USR-000319,2026-02-07 23:30:15,162.41.45.247,Chicago,US,41.9366,-87.6377,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,126.3,110.3,False
LOG-D3DD22BF5AB8,USR-000029,2026-02-07 23:33:10,200.193.136.131,Los Angeles,US,33.9752,-118.1596,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,126.9,49.0,False
